Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
MA,Common Stock,Mastercard Inc,"Mastercard Incorporated is a leading American multinational financial services corporation headquartered in Purchase, New York, with its Global Operations Headquarters in O'Fallon, Missouri. The company specializes in facilitating electronic payments, connecting merchants with card-issuing banks through an extensive range of debit, credit, and prepaid card services. With a strong emphasis on innovation in digital payments and fintech solutions, Mastercard has demonstrated robust growth since its IPO in 2006, effectively navigating the evolving landscape of consumer preferences and technological advancements. As an indispensable player in the global payment systems industry, Mastercard continues to reinforce its leadership position by enhancing its offerings and expanding its reach on a worldwide scale.",1141391,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"2000 PURCHASE STREET, PURCHASE, NY, UNITED STATES, 10577",https://www.mastercard.com,December,2025-09-30,498899550000,19612000000,35.46,1.805,8.78,3.04,0.0055,15.39,34.59,0.453,0.598,0.231,1.849,31474000000,31474000000,15.39,0.229,0.167,656.51,5,23,10,0,0,35.46,29.15,15.85,63.12,16.12,26.12,0.868,600.98,463.61,568.49,561.37,891258000,889977000,0.516,91.279,2025-11-07,2025-10-09
MTCH,Common Stock,Match Group Inc,"Match Group, Inc. is a leading global provider of online dating services, featuring a diverse portfolio that includes prominent brands like Tinder, Match, OkCupid, and Plenty of Fish. Headquartered in Dallas, Texas, the company leverages advanced technology and data analytics to enhance user engagement and foster meaningful connections in the continuously evolving digital dating landscape. As the market leader, Match Group is committed to sustained growth through innovative product development and strategic partnerships, strategically positioning itself to benefit from the increasing digitalization of social interactions and the shifting preferences of its broad user demographic.",891103,NASDAQ,USD,USA,COMMUNICATION SERVICES,INTERNET CONTENT & INFORMATION,"8750 NORTH CENTRAL EXPRESSWAY, DALLAS, TX, UNITED STATES, 75231",https://www.mtch.com,December,2025-09-30,7620345000,1053318000,15.08,0.365,-0.937,0.76,0.0234,2.14,14.05,0.162,0.308,0.131,0.499,3469367000,2509380000,2.14,0.233,0.021,37.32,2,6,14,0,0,15.08,10.2,2.196,10.97,3.076,11.75,1.356,38.99,26.09,34.47,32.79,236070000,219040000,0.644,109.431,2026-01-21,2026-01-06
MKC,Common Stock,McCormick & Company Incorporated,"McCormick & Company Incorporated (Ticker: MKC) is a leading global flavor company renowned for its extensive portfolio of spices, seasoning mixes, and condiments, serving a diverse range of customers including retail outlets, food manufacturers, and foodservice operators. With a strong commitment to quality and innovation, McCormick leverages its decades of expertise to enhance consumer experiences and drive culinary exploration. The company continues to expand its reach through strategic acquisitions and a focus on sustainability, positioning itself as a vital player in the evolving food industry landscape. As consumer preferences shift towards healthier and more diverse flavor options, McCormick is well-poised for growth, capitalizing on its strong brand recognition and comprehensive product offerings.",63754,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"24 SCHILLING ROAD, HUNT VALLEY, MD, UNITED STATES, 21031",https://www.mccormickcorporation.com,November,2025-08-31,17733728000,1292400000,22.92,2.865,21.44,1.77,0.0268,2.85,25.28,0.115,0.171,0.0516,0.139,6787900000,2595100000,2.85,0.011,0.027,76.92,2,4,9,0,0,22.92,20.62,2.613,3.084,3.241,16.55,0.627,84.64,63.15,66.33,72.98,253240000,264586000,0.022,91.498,2025-10-27,2025-10-14
MCD,Common Stock,McDonald’s Corporation,"McDonald’s Corporation (MCD) is a preeminent global player in the fast-food industry, recognized for its distinctive Golden Arches and a versatile menu featuring iconic items such as hamburgers, french fries, and breakfast selections. Established in 1940, McDonald's has transformed from a single restaurant into an extensive franchise network with thousands of locations across the globe. The company is dedicated to quality and innovation, continually adapting to consumer preferences while preserving its strong brand identity. With a growing emphasis on sustainability initiatives and digital advancements, McDonald’s is well-positioned to enhance customer experience and drive long-term growth, making it an attractive prospect for institutional investors.",63908,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"110 NORTH CARPENTER STREET, CHICAGO, IL, UNITED STATES, 60607",https://www.mcdonalds.com,December,2025-09-30,219044430000,14292000000,26.24,2.526,-3.037,7.08,0.023,11.7,36.76,0.32,0.469,0.13,0,26264001000,15082000000,11.7,0.016,0.03,331.03,3,14,18,2,0,26.24,23.26,8.34,-,10.37,18.91,0.525,322.66,271.86,303.41,305.41,712154000,710929000,0.228,75.781,2025-12-15,2025-12-01
MDT,Common Stock,Medtronic PLC,"Medtronic plc is a leading global medical technology company headquartered in Fridley, Minnesota, specializing in the development and commercialization of advanced medical devices and therapies across key sectors such as cardiovascular, diabetes management, and neuromodulation. With a strong emphasis on innovation, Medtronic invests significantly in research and development to create cutting-edge healthcare solutions that enhance patient outcomes and quality of life. The company's commitment to sustainability and value-driven healthcare further strengthens its position as a pivotal player in the evolving medical device industry, ensuring it remains well-equipped to address the complex challenges of modern healthcare.",1613103,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"BUILDING TWO, GALWAY, IRELAND",https://www.medtronic.com,April,2025-07-31,123310703000,9446000000,26.56,2.339,37.36,2.81,0.0292,3.61,26.66,0.136,0.187,0.0457,0.0974,34200001000,22361000000,3.61,0.013,0.084,101.58,4,12,15,1,0,26.56,17.06,3.606,2.575,4.205,15.38,0.739,99.37,76.99,94.44,89.97,1282616000,1280351000,0.298,88.666,2025-10-17,2025-09-26
MRK,Common Stock,Merck & Company Inc,"Merck & Company Inc. is a leading American multinational pharmaceutical corporation based in Kenilworth, New Jersey, renowned for its commitment to advancing global health through innovative pharmaceuticals and vaccines. Founded in 1891, the company has a distinguished history of scientific breakthroughs, primarily focusing on oncology, infectious diseases, and cardiovascular therapeutics. Merck maintains a strong clinical pipeline and invests heavily in research and development, solidifying its status as a frontrunner in the biopharmaceutical industry. With a dedication to improving patient outcomes and ensuring healthcare accessibility, Merck leverages its scientific expertise and strategic partnerships to navigate the dynamic healthcare landscape, positioning itself for sustained growth and innovation.",310158,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"126 EAST LINCOLN AVENUE, RAHWAY, NJ, UNITED STATES, 07065",https://www.merck.com,December,2025-09-30,230654345000,29266999000,12.29,0.983,20.84,3.2,0.0344,7.56,25.56,0.296,0.425,0.126,0.395,64235000000,50007998000,7.56,0.87,0.037,102.32,2,12,13,0,0,12.29,9.83,3.591,4.449,3.951,9.18,0.319,101.32,71.87,85.24,84.02,2482023000,2478076000,0.058,80.741,2025-10-07,2025-09-15
META,Common Stock,Meta Platforms Inc.,"Meta Platforms, Inc. is a leading technology firm based in Menlo Park, California, renowned for transforming social connectivity through its flagship platforms, including Facebook, Instagram, and WhatsApp. Pioneering developments in virtual and augmented reality via its Reality Labs division, Meta is at the forefront of the metaverse, exploring innovative consumer engagement avenues. By significantly investing in immersive technologies, the company not only attracts a large, diverse user base but also enhances its advertising revenue, thereby reinforcing its position as a dominant force in the rapidly evolving digital landscape.",1326801,NASDAQ,USD,USA,COMMUNICATION SERVICES,INTERNET CONTENT & INFORMATION,"1 META WAY, MENLO PARK, CA, UNITED STATES, 94025",https://investor.atmeta.com,December,2025-09-30,1537244660000,98399003000,26.96,1.679,76.98,2.075,0.0034,22.61,75.12,0.309,0.401,0.18,0.326,189458006000,155381006000,22.61,-0.826,0.262,841.42,9,48,10,0,1,26.96,20.83,8.11,7.92,8.14,15.01,1.272,795.71,479.11,716.58,677.85,2177889000,2173401000,0.060,79.007,2025-09-29,2025-09-22
MTD,Common Stock,Mettler-Toledo International Inc,"Mettler-Toledo International Inc. (NYSE: MTD) stands as a premier global manufacturer of precision instruments and analytical solutions, primarily catering to laboratory, industrial, and food retail sectors. Known for its leadership in weighing technology, the company offers an extensive range of products, including advanced analytical instruments and process analytics, which are crucial in today's quality-driven markets. Mettler-Toledo's steadfast commitment to innovation, quality, and customer satisfaction is reinforced by its robust global distribution network and a strong reputation for delivering high-performance solutions that address the evolving needs of its diverse clientele.",1037646,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"1900 POLARIS PARKWAY, COLUMBUS, OH, UNITED STATES, 43240",https://www.mt.com,December,2025-09-30,28848640000,1199320000,35.09,5.84,-12.2,None,None,39.99,189.77,0.212,0.285,0.205,0.295,3941791000,2354526000,39.99,0.061,0.079,1492.64,1,4,7,0,1,35.09,30.86,7.32,3980.99,7.86,25.25,1.405,1471.07,946.69,1334.24,1234.64,20428400,20072600,0.440,105.759,None,None
MCHP,Common Stock,Microchip Technology Inc,"Microchip Technology Inc. (MCHP) is a leading global provider of microcontrollers and analog semiconductor solutions, catering to embedded control applications in sectors including automotive, industrial, and consumer electronics. With a diverse product portfolio that encompasses mixed-signal, analog, and Flash-IP integrated circuits, Microchip is well-positioned to capitalize on the rising demand for intelligent embedded systems. The company emphasizes innovation and customer-centric design while pursuing strategic acquisitions to enhance its capabilities, thereby solidifying its reputation as a trusted technology partner and driving sustainable growth through dedicated research and development initiatives.",827054,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"2355 WEST CHANDLER BOULEVARD, CHANDLER, AZ, UNITED STATES, 85224-6199",https://www.microchip.com,March,2025-09-30,29621893000,872800000,None,5.7,12.39,1.82,0.0332,-0.46,7.82,-0.0439,0.0835,0.0064,-0.0285,4212400000,2277100000,-0.46,-0.816,-0.02,73.64,3,15,8,0,0,-,38.31,7.03,4.424,8.26,45.49,1.451,76.67,33.63,63.28,60.33,540447000,528676000,2.107,101.002,2025-12-09,2025-11-24
MU,Common Stock,Micron Technology Inc,"Micron Technology, Inc. is a premier American manufacturer of innovative memory and storage solutions, with a pivotal role in the global semiconductor landscape. Headquartered in Boise, Idaho, the company specializes in dynamic random-access memory (DRAM), NAND flash memory, and other advanced products that cater to a diverse array of sectors, including computing, mobile, and automotive. As demand surges from trends such as artificial intelligence, data centers, and the Internet of Things, Micron's robust commitment to research and development enables it to maintain its leadership position and drive significant technological advancements in memory solutions worldwide.",723125,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"8000 SOUTH FEDERAL WAY, BOISE, ID, UNITED STATES, 83716-9632",https://www.micron.com,August,2025-08-31,277058290000,18090000000,31.24,0.211,48.27,0.46,0.0019,7.9,33.49,0.229,0.326,0.0806,0.172,37377999000,14873000000,7.9,2.569,0.46,212.92,9,24,5,0,1,31.24,14.88,7.41,4.91,7.25,14.66,1.552,257.07,61.44,193.55,124.46,1122466000,1118077000,0.222,81.789,2025-10-21,2025-10-03
MSFT,Common Stock,Microsoft Corporation,"Microsoft Corporation is a leading American multinational technology firm, celebrated for its diverse portfolio that encompasses operating systems, productivity software, and hardware solutions. Renowned for its Windows OS and Office suite, Microsoft also maintains a strong footprint in the gaming sector with the Xbox brand and in hardware through its Surface devices. A key player in digital transformation, the company capitalizes on its Azure cloud computing services to boost productivity and foster innovation across various industries. With a solid market position and a steadfast commitment to research and development, Microsoft continues to play a crucial role in advancing the global technology landscape.",789019,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"ONE MICROSOFT WAY, REDMOND, WA, UNITED STATES, 98052-6399",https://www.microsoft.com,June,2025-09-30,3791850570000,166436995000,35.85,2.137,48.84,3.4,0.0068,14.23,39.53,0.357,0.489,0.147,0.322,293812011000,202037002000,14.23,0.127,0.184,625.96,12,45,0,0,0,35.85,32.15,12.91,10.3,12.59,21.76,1.065,554.54,343.59,514.26,464.71,7432378000,7421526000,0.065,85.602,2025-12-11,2025-11-20
MAA,Common Stock,Mid-America Apartment Communities Inc,"Mid-America Apartment Communities Inc. (MAA) is a premier real estate investment trust (REIT) based in Memphis, Tennessee, specializing in the acquisition, development, and management of high-quality multifamily residential properties across the Southeastern and Southwestern United States. With a robust portfolio of over 100 strategically located apartment communities, MAA capitalizes on markets with strong population growth and rental demand, positioning itself for sustained operational excellence. The company's commitment to enhancing shareholder value through disciplined capital allocation and effective asset management solidifies its competitive edge and leadership within the multifamily housing sector.",912595,NYSE,USD,USA,REAL ESTATE,REIT - RESIDENTIAL,"6815 POPLAR AVENUE, GERMANTOWN, TN, UNITED STATES, 38138-3606",https://www.maac.com,December,2025-09-30,15669079000,1238232000,27.8,10.19,49.69,6.01,0.0461,4.71,18.85,0.252,0.272,0.0329,0.0941,2203402000,1292547000,4.71,-0.139,0.006,149.52,4,8,11,1,1,27.8,34.6,7.11,2.618,9.28,14.94,0.776,168.08,125.75,135.26,149.65,117082000,115998000,0.667,96.468,2025-10-31,2025-10-15
MRNA,Common Stock,Moderna Inc,"Moderna, Inc. is a pioneering biotechnology company based in Cambridge, Massachusetts, recognized for its innovative approach to messenger RNA (mRNA) technology in vaccine and therapeutic development. Gaining global prominence for its role in delivering one of the first successful COVID-19 vaccines, Moderna is now strategically expanding its portfolio to target a wide array of health challenges, including immuno-oncology, rare diseases, cardiovascular conditions, and autoimmune disorders. With a commitment to advancing healthcare through cutting-edge research and a strong product pipeline, Moderna seeks to redefine the future of medicine and address unmet medical needs on a global scale.",1682852,NASDAQ,USD,USA,HEALTHCARE,BIOTECHNOLOGY,"325 BINNEY STREET, CAMBRIDGE, MA, UNITED STATES, 02142",https://www.modernatx.com,December,2025-09-30,9752712000,-3255000064,None,0,23.86,None,None,-8,5.76,-1.396,-0.256,-0.155,-0.293,2232000000,-3494000128,-8,-0.851,-0.454,39.15,2,3,15,1,3,-,32.47,4.37,1.045,2.716,4.641,1.111,48.92,23.04,25.93,28.38,390734000,364879000,7.224,72.562,None,None
MHK,Common Stock,Mohawk Industries Inc,"Mohawk Industries Inc. (MHK), headquartered in Calhoun, Georgia, stands as a leading American manufacturer of innovative flooring solutions, offering an extensive product portfolio that includes carpets, rugs, ceramic tiles, laminates, and vinyl. Serving diverse markets in both residential and commercial sectors primarily across North America and Europe, the company is dedicated to quality and sustainability. Mohawk leverages advanced manufacturing technologies and a commitment to innovation to meet the evolving demands of consumers and businesses alike, solidifying its position as a dominant player in the flooring industry.",851968,NYSE,USD,USA,CONSUMER CYCLICAL,"FURNISHINGS, FIXTURES & APPLIANCES","160 SOUTH INDUSTRIAL BOULEVARD, CALHOUN, GA, UNITED STATES, 30701",https://www.mohawkind.com,December,2025-09-30,6672998000,1321300000,16.06,0.932,134.66,None,None,6.66,171.84,0.0393,0.0666,0.032,0.052,10722900000,2692500000,6.66,-0.314,0.014,138.5,1,7,9,0,0,16.06,10.85,0.622,0.8,0.792,7.24,1.239,146.93,96.24,123.67,115.57,61821000,51119000,17.527,84.159,None,None
MOH,Common Stock,Molina Healthcare Inc,"Molina Healthcare, Inc. (MOH) is a prominent managed care organization dedicated to delivering essential healthcare services to low-income individuals and families, primarily through its Medicaid and Medicare programs, as well as state insurance marketplaces. Based in Long Beach, California, Molina capitalizes on its deep expertise in government-sponsored healthcare to effectively meet the needs of underserved populations, enhancing health outcomes while maintaining cost efficiency. The company's focus on integrated care models and strategic partnerships positions it strategically within the dynamic healthcare sector, presenting compelling investment opportunities for institutional investors aiming to capitalize on the increasing demand for accessible healthcare solutions.",1179929,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"200 OCEANGATE, LONG BEACH, CA, UNITED STATES, 90802",https://www.molinahealthcare.com,December,2025-09-30,7117872000,1457000000,8.47,-0.62,82.18,None,None,16.24,790.81,0.0206,0.0125,0.0527,0.197,42842001000,4487000000,16.24,-0.734,0.116,172.53,0,3,12,0,2,8.47,7.89,0.166,1.698,0.0566,1.658,0.513,359.97,136.48,176.31,247.12,51400000,50700000,1.371,103.944,None,None
TAP,Common Stock,Molson Coors Brewing Co Class B,"The Molson Coors Beverage Company (TAP) is a prominent multinational brewing firm headquartered in Chicago, renowned for its expansive portfolio of esteemed beer brands, including Coors Light, Miller Lite, and Molson Canadian. With a legacy of over 200 years in the brewing industry, the company is committed to sustainability and innovation, actively responding to consumer shifts towards non-alcoholic beverages and craft offerings. Its strategic focus on adaptability, combined with a robust distribution network and strong brand equity, positions Molson Coors for sustainable long-term growth in the evolving beverage market.",24545,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - BREWERS,"PO BOX 4030, GOLDEN, CO, UNITED STATES, 80401",https://www.molsoncoors.com,December,2025-09-30,9267252000,2411200000,None,8.19,52.24,1.85,0.0395,-10.38,55.6,-0.186,0.165,0.0441,-0.173,11214000000,4343800000,-10.38,0.049,-0.023,51.05,2,5,13,1,1,-,8.19,0.826,0.897,1.303,6.06,0.45,63.47,42.94,46.11,52.47,185298000,177499000,12.401,94.997,2025-09-19,2025-09-05
MDLZ,Common Stock,Mondelez International Inc,"Mondelez International, Inc. is a leading global snack food and beverage company headquartered in Chicago, Illinois, with a diverse portfolio that includes well-known brands such as Oreo, Cadbury, and Trident. Operating in over 150 countries, Mondelez is adept at capitalizing on consumer preferences for both indulgent and health-conscious snacks. The company's strategic focus on innovation and sustainability drives its growth and market leadership in the snack food sector. With a robust commitment to enhancing shareholder value, Mondelez has consistently demonstrated strong financial performance and continues to expand its global footprint.",1103982,NASDAQ,USD,USA,CONSUMER DEFENSIVE,CONFECTIONERS,"905 WEST FULTON MARKET, CHICAGO, IL, UNITED STATES, 60607",https://www.mondelezinternational.com,December,2025-09-30,73511723000,5617000000,21.3,5.02,20.29,1.91,0.0335,2.67,28.83,0.0938,0.108,0.0373,0.131,37645001000,11690000000,2.67,-0.095,0.059,69.07,6,12,8,0,0,21.3,18.08,1.953,2.808,2.499,16.8,0.397,70.58,52.78,60.85,64.21,1290358000,1286681000,0.199,90.270,2025-10-14,2025-09-30
MPWR,Common Stock,Monolithic Power Systems Inc,"Monolithic Power Systems, Inc. (MPWR), based in Kirkland, Washington, is a leading provider of high-performance power management solutions across a variety of sectors, such as cloud computing, telecommunications, automotive, industrial, and consumer electronics. The company excels in designing and manufacturing cutting-edge power circuits that enhance both the efficiency and reliability of electronic systems. With a strong commitment to research and development, Monolithic Power Systems is well-positioned to capitalize on the growing demand for innovative power solutions in an increasingly electrified and technology-centric marketplace, thereby driving sustainable growth and shareholder value.",1280452,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"5808 LAKE WASHINGTON BOULEVARD NE, KIRKLAND, WA, UNITED STATES, 98033",https://www.monolithicpower.com,December,2025-09-30,44279964000,740320000,23.7,2.076,74.48,5.93,0.0064,38.83,55.45,0.712,0.265,0.122,0.64,2660969000,1469882000,38.83,0.258,0.189,1180.93,2,11,2,0,1,23.7,42.55,16.64,12.41,16.17,58.12,1.464,1123.38,437.16,954.65,750.35,47907000,45849900,4.089,102.615,2025-10-15,2025-09-30
MNST,Common Stock,Monster Beverage Corp,"Monster Beverage Corporation is a prominent leader in the energy drink sector, best known for its flagship Monster Energy brand and a diverse range of products, including Relentless and Burn. Established in 1985 and headquartered in Corona, California, the company has experienced robust growth by effectively leveraging innovative flavors and dynamic marketing strategies, appealing to a wide consumer demographic both domestically and internationally. With a keen focus on brand enhancement and strategic partnerships, Monster Beverage is well-positioned to navigate the expanding market for functional beverages and maintain its competitive edge in the rapidly evolving beverage industry.",865752,NASDAQ,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - NON-ALCOHOLIC,"1 MONSTER WAY, CORONA, CA, UNITED STATES, 92879",https://www.monsterbevcorp.com,December,2025-09-30,69671379000,2487679000,40.52,1.878,7.93,None,None,1.76,8.18,0.216,0.307,0.169,0.255,7975331000,4451307000,1.76,0.395,0.168,72.23,3,11,8,1,2,40.52,31.75,8.74,8.97,8.49,28.7,0.488,72.62,45.7,67.22,61.04,977021000,694701000,28.587,69.185,None,None
MCO,Common Stock,Moodys Corporation,"Moody's Corporation (MCO) is a leading global provider of credit ratings, research, risk analysis, and financial information, offering critical insights that drive informed decisions in the financial services sector. Through its two business segments—Moody's Investors Service and Moody's Analytics—it delivers comprehensive credit assessments and advanced analytical solutions to a diverse clientele, including governments, corporations, and financial institutions. With its robust analytical expertise and extensive market knowledge, Moody's plays a vital role in shaping the financial landscape, establishing itself as a trusted partner in risk management and decision-making processes.",1059556,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"7 WORLD TRADE CENTER, NEW YORK, NY, UNITED STATES, 10007",https://www.moodys.com,December,2025-09-30,87553376000,3579000000,38.61,1.896,22.18,3.67,0.0075,12.42,41.72,0.299,0.469,0.132,0.549,7501000000,5532000000,12.42,0.229,0.107,543.75,4,11,9,0,0,38.61,30.12,11.67,22.13,12.35,24.72,1.455,528.95,377.3,486.75,483.76,178400000,164812000,13.948,78.229,2025-12-12,2025-11-21
MOS,Common Stock,The Mosaic Company,"The Mosaic Company (MOS), headquartered in Tampa, Florida, is a premier global producer of phosphate and potash fertilizers, playing a crucial role in enhancing agricultural productivity on a worldwide scale. As a Fortune 500 company, Mosaic operates through diverse segments, including international distribution and Mosaic Fertilizantes, focusing on innovative nutrient solutions that not only drive crop yields but also support sustainable farming practices. Committed to responsible mining and environmental stewardship, Mosaic is strategically positioned to meet the increasing global demand for essential agricultural inputs, reinforcing its vital contribution to the agricultural supply chain.",1285785,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"101 EAST KENNEDY BLVD, TAMPA, FL, UNITED STATES, 33602",https://mosaicco.com,December,2025-09-30,8268475000,2287200000,6.61,0.866,40.27,0.87,0.0341,3.94,37.49,0.103,0.12,0.0286,0.101,11894600000,1861200000,3.94,2.395,0.228,35.12,4,7,8,0,0,6.61,8.53,0.695,0.634,1.073,4.299,0.937,37.97,21.99,31.01,31.2,317408000,315808000,0.465,100.798,2025-09-18,2025-09-08
MSI,Common Stock,Motorola Solutions Inc,"Motorola Solutions, Inc. is a premier American technology company headquartered in Chicago, Illinois, specializing in mission-critical communications and analytics for both public safety and commercial sectors. Since its separation from Motorola, Inc. in 2011, the company has established itself as a trusted partner for first responders, providing innovative solutions that enhance operational efficiency through advanced radio communications, software applications, and data analytics. With a steadfast commitment to safety, reliability, and performance, Motorola Solutions is well-positioned to meet the evolving needs of its global customer base, continually expanding its portfolio to drive innovation in secure communication systems.",68505,NYSE,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"500 WEST MONROE STREET, CHICAGO, IL, UNITED STATES, 60661",https://www.motorolasolutions.com,December,2025-09-30,63853859000,3345000000,30.77,1.433,13.96,4.36,0.0114,12.35,67.79,0.187,0.266,0.114,1.152,11313000000,5835000000,12.35,0.012,0.078,498.44,4,6,4,0,0,30.77,23.36,5.64,27.44,6.44,21.28,0.988,498.68,376.75,443.81,434.49,166555000,165817000,0.426,89.294,2025-10-15,2025-09-15
MSCI,Common Stock,MSCI Inc,"MSCI Inc. is a prominent global provider of investment decision-support tools, headquartered in New York City. The company offers an extensive range of products, including equity, fixed income, hedge fund indexes, and ESG solutions, notably featuring its influential MSCI Indexes such as the MSCI World, MSCI BRIC, and MSCI EAFE. By delivering innovative portfolio analysis and risk management solutions, MSCI empowers institutional investors to make informed decisions and optimize investment strategies across diverse asset classes and geographies, thereby playing a critical role in the global investment landscape.",1408198,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"7 WORLD TRADE CENTER, NEW YORK, NY, UNITED STATES, 10007",https://www.msci.com,December,2025-09-30,43080503000,1770739000,36.37,2.124,-25.48,7,0.0122,15.54,39.48,0.4,0.564,0.192,0,3055440000,2516888000,15.54,0.19,0.095,655.06,5,9,4,0,1,36.37,29.76,14.1,-,15.81,25.74,1.313,634.4,482.15,564.59,562.31,75140000,72474000,3.427,96.629,2025-11-28,2025-11-14
NDAQ,Common Stock,Nasdaq Inc,"Nasdaq, Inc. is a premier global financial services corporation headquartered in New York City, recognized for its significant role in facilitating capital markets through its operations of multiple stock exchanges in the U.S. and Europe. The company is renowned for its cutting-edge electronic trading platform and offers a diverse range of financial products, including equities, options, futures, and exchange-traded funds (ETFs). Nasdaq’s commitment to innovation and enhancing market efficiency and transparency positions it as a crucial player in the rapidly evolving landscape of global finance, attracting institutional investors and participants seeking reliable market solutions.",1120193,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"151 WEST 42ND STREET, NEW YORK, NY, UNITED STATES, 10036",https://www.nasdaq.com,December,2025-09-30,49922130000,3007000000,31.21,1.393,20.99,1.02,0.0117,2.79,14.22,0.199,0.316,0.0487,0.141,8168000000,5084000000,2.79,0.377,0.029,102.41,6,8,5,0,1,31.21,23.98,6.11,4.152,6.97,19.02,1.03,97.36,64.46,89.11,84.98,570995000,508763000,10.775,87.374,2025-12-19,2025-12-05
NTAP,Common Stock,NetApp Inc,"NetApp, Inc. (NTAP) is a prominent provider of hybrid cloud data services and data management solutions, headquartered in Sunnyvale, California. Established in 1992 and publicly traded since 1995, NetApp leverages its expertise to help enterprises optimize data storage and management through integrated on-premises and cloud environments. As digital transformation accelerates, the company's innovative portfolio positions it as a strategic partner for organizations navigating an increasingly complex data landscape. With a robust emphasis on cloud data advancements, NetApp is well-prepared for sustained growth and expanding market opportunities.",1002047,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3060 OLSEN DRIVE, SAN JOSE, CA, UNITED STATES, 95128",https://www.netapp.com,April,2025-07-31,21878176000,1644000000,19.4,1.565,4.875,2.08,0.019,5.64,32.5,0.178,0.2,0.0945,1.23,6590000000,4613000000,5.64,-0.017,0.012,121.27,3,3,12,0,0,19.4,14.27,3.32,22.46,3.236,12.57,1.41,132.75,71.18,118.69,106.18,199618000,198481000,0.493,98.771,2025-10-22,2025-10-03
NEM,Common Stock,Newmont Goldcorp Corp,"Newmont Corporation, headquartered in Greenwood Village, Colorado, is a leading gold mining company and one of the largest gold producers globally, boasting a diverse portfolio of high-quality assets across North America, South America, Australia, and Africa. With a steadfast commitment to sustainable mining practices, Newmont prioritizes operational excellence, safety, and environmental stewardship, ensuring consistent value creation for its stakeholders. The company's strategic adaptability to changing market conditions enhances its position for sustained long-term growth, while its innovative technologies and resource management practices underscore its leadership in the mining sector.",1164727,NYSE,USD,USA,BASIC MATERIALS,GOLD,"6900 E LAYTON AVENUE, DENVER, CO, UNITED STATES, 80237",https://www.newmont.com,December,2025-09-30,95812895000,12249000000,13.65,1.925,30.4,1,0.0111,6.43,19.27,0.334,0.469,0.105,0.229,21503001000,12751000000,6.43,1.081,0.2,103.42,6,11,3,0,1,13.65,12.52,4.456,2.947,4.538,7.52,0.441,98.58,36.35,84.37,62.23,1091263000,1088742000,0.241,78.994,2025-12-22,2025-11-26
