Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate,ticker,ingest_timestamp
RCL,Common Stock,Royal Caribbean Cruises Ltd,"Royal Caribbean Group (RCL) is a premier global cruise company based in Miami, Florida, celebrated for its innovative leisure travel experiences through brands such as Royal Caribbean International, Celebrity Cruises, and Silversea Cruises. The company prioritizes exceptional customer service while catering to a diverse clientele, from families to solo travelers. As a recognized leader in the cruise industry, RCL is dedicated to sustainable tourism, leveraging cutting-edge technologies to minimize its environmental footprint. With a significant global presence and an effective booking platform, Royal Caribbean is strategically positioned for continued growth as travel demand rebounds in the post-pandemic landscape.",884887,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"1050 CARIBBEAN WAY, MIAMI, FL, UNITED STATES, 33132-2096",https://www.rclinvestor.com,December,2025-09-30,69749072000,6283000000,17.01,0.805,37.08,3.05,0.0119,14.87,64.58,0.233,0.331,0.0746,0.467,17437000000,8768000000,14.87,0.363,0.052,336.78,4,15,6,0,1,17.01,14.01,4.0,6.83,5.13,13.25,1.906,365.38,163.05,306.24,277.26,272713000,258316000,0.257,89.424,2025-10-13,2025-09-25,RCL,2025-11-16 08:03:48.571984
SPGI,Common Stock,S&P Global Inc,"S&P Global Inc. is a premier provider of financial information and analytics, headquartered in New York City. Renowned for its robust offerings, including credit ratings, benchmarks, and data analytics, the company serves a diverse clientele across the global financial market. With deep expertise in assessing market dynamics and delivering actionable insights, S&P Global plays a vital role in evaluating and forecasting economic trends, making it an indispensable resource for institutional investors. The firm's dedication to transparency and innovation further solidifies its standing as a trusted leader in financial intelligence.",64040,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"55 WATER STREET, NEW YORK, NY, UNITED STATES, 10041-0001",https://www.spglobal.com,December,2025-09-30,152296276000,7549000000,35.97,1.758,109.21,3.79,0.0075,13.73,48.98,0.281,0.443,0.0663,0.12,15012000000,10482000000,13.73,0.241,0.088,611.4,6,18,1,0,0,35.97,25.51,10.14,4.514,10.64,21.78,1.191,578.04,425.6,497.67,511.89,302800000,302122000,0.278,90.599,2025-12-10,2025-11-25,SPGI,2025-11-16 08:03:49.126623
CRM,Common Stock,Salesforce.com Inc,"Salesforce.com, Inc. (CRM) is a premier provider of cloud-based software solutions specializing in Customer Relationship Management (CRM) and enabling digital transformation across diverse industries. Headquartered in San Francisco, the company delivers an extensive suite of enterprise applications that enhance customer engagement, including customer service, marketing automation, and advanced analytics. Renowned for its innovative use of artificial intelligence and data analytics, Salesforce is at the forefront of the cloud computing sector, consistently driving sustainable growth for its clients. The company’s strategic acquisitions and ongoing platform enhancements further solidify its leadership position within the enterprise software market, making it a pivotal partner for organizations seeking to thrive in an increasingly digital landscape.",1108524,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"SALESFORCE TOWER, SAN FRANCISCO, CA, UNITED STATES, 94105",https://www.salesforce.com,January,2025-07-31,231964328000,11420000000,35.47,1.154,64.22,1.632,0.0068,6.87,41.26,0.169,0.228,0.0552,0.112,39502000000,30673000000,6.87,0.333,0.098,332.15,8,33,12,0,1,35.47,19.23,5.87,3.782,5.77,19.42,1.243,366.78,226.09,246.53,266.21,952000000,926639000,2.591,82.884,2025-10-09,2025-09-17,CRM,2025-11-16 08:03:49.682970
SBAC,Common Stock,SBA Communications Corp,"SBA Communications Corporation (SBAC) is a leading real estate investment trust (REIT) specializing in the ownership and management of wireless infrastructure across North America and South Africa. Boasting a diverse portfolio of over 18,000 communication sites, including towers and related structures, SBA is strategically positioned to capitalize on the increasing demand for wireless connectivity and mobile data services, particularly as the industry transitions to 5G technology. With its strong market presence and growth potential, SBA offers institutional investors an attractive opportunity to engage with the evolving telecommunications landscape.",1034054,NASDAQ,USD,USA,REAL ESTATE,REIT - SPECIALTY,"8051 CONGRESS AVENUE, BOCA RATON, FL, UNITED STATES, 33487-1307",https://www.sbasite.com,December,2025-09-30,21015290000,1815420000,24.81,2.143,-46.21,4.31,0.0222,7.95,25.94,0.307,0.538,0.0896,0,2789256000,2096586000,7.95,-0.083,0.097,235.71,4,5,9,0,0,24.81,22.27,7.53,-,12.76,20.8,0.863,241.44,184.43,195.0,216.15,106563000,105716000,0.720,101.730,2025-12-11,2025-11-13,SBAC,2025-11-16 08:03:50.237963
SLB,Common Stock,Schlumberger NV,"Schlumberger NV is a leading global oilfield services company, renowned for its cutting-edge technologies and extensive service offerings that span the entire oil and gas value chain. Operating in over 120 countries, Schlumberger provides essential solutions in exploration, drilling, and production, while prioritizing sustainability and efficiency through advanced digital innovations. As the energy sector transforms, the company remains at the forefront of industry advancements, continually enhancing client operations and reinforcing its reputation as a dependable partner. With a robust commitment to operational excellence, Schlumberger is well-positioned to navigate the evolving energy landscape and drive future growth.",87347,NYSE,USD,USA,ENERGY,OIL & GAS EQUIPMENT & SERVICES,"5599 SAN FELIPE, HOUSTON, TX, UNITED STATES, 77056",https://www.slb.com,December,2025-09-30,55185535000,7680000000,14.37,31.41,17.16,1.13,0.0311,2.57,25.19,0.103,0.155,0.0686,0.152,35247002000,6805000000,2.57,-0.398,-0.025,45.37,9,18,2,0,0,14.37,12.56,1.566,2.153,1.826,8.91,0.732,43.66,30.61,35.03,36.09,1493924000,1489322000,0.195,85.346,2026-01-08,2025-12-03,SLB,2025-11-16 08:03:50.791774
STX,Common Stock,Seagate Technology PLC,"Seagate Technology Holdings PLC, headquartered in Ireland, is a premier global provider of data storage solutions, with a strong emphasis on hard disk drives (HDDs) and innovative flash storage products. Positioned at the intersection of cloud computing, big data, and the Internet of Things (IoT), Seagate is well-equipped to meet the surging demand for data storage. The company’s strategy prioritizes sustainability and technological advancement, solidifying its role as a critical player in the rapidly evolving data management landscape. With a diverse product portfolio and strategic collaborations, Seagate offers institutional investors a compelling opportunity to leverage growth prospects in the burgeoning data economy.",1137789,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"121 WOODLANDS AVENUE 5, SINGAPORE, SINGAPORE, 739009",https://www.seagate.com,June,2025-09-30,57204486000,2490000000,33.1,0.874,-0.295,2.88,0.011,7.8,44.98,0.179,0.269,0.17,0.221,9558000000,3536000000,7.8,0.723,0.213,284.95,1,15,6,1,0,33.1,22.99,5.99,101.31,6.29,25.2,1.62,297.88,62.66,234.03,146.32,217872000,212774000,0.316,91.559,2026-01-09,2025-12-24,STX,2025-11-16 08:03:51.345488
SRE,Common Stock,Sempra Energy,"Sempra Energy (SRE) is a prominent North American energy infrastructure firm based in San Diego, California, with a comprehensive focus on developing and operating electric and natural gas infrastructure. With its major subsidiaries, including Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDG&E), Sempra serves over 20 million customers in Southern California, alongside a significant footprint in Texas through Oncor Electric Delivery Company. The company's strategic investments in liquefied natural gas, particularly via Sempra LNG and IEnova in Mexico, underscore its commitment to innovation and sustainability amidst the global energy transition, positioning Sempra for strong, long-term growth in the evolving energy landscape.",1032208,NYSE,USD,USA,UTILITIES,UTILITIES - DIVERSIFIED,"488 8TH AVENUE, SAN DIEGO, CA, UNITED STATES, 92101",https://www.sempra.com,December,2025-09-30,60190294000,5543000000,28.31,1.977,47.74,2.555,0.0277,3.25,21.15,0.158,0.145,0.0185,0.0677,13711000000,5667000000,3.25,-0.882,0.135,99.13,2,8,7,0,0,28.31,17.99,4.39,1.927,6.76,15.76,0.735,95.72,60.93,89.48,79.63,652682000,651461000,0.111,101.709,2026-01-15,2025-12-11,SRE,2025-11-16 08:03:51.892129
NOW,Common Stock,ServiceNow Inc,"ServiceNow Inc. (NOW), headquartered in Santa Clara, California, is a leading provider of cloud-based software solutions that streamline and automate enterprise workflows. By leveraging innovative technology and data analytics, ServiceNow enhances operational efficiency, drives service excellence, and improves customer experiences across diverse industries. A pivotal player in the enterprise service management arena, the company is committed to continuous innovation, offering customized solutions that empower organizations to thrive in their digital transformation journeys and adapt to evolving market needs.",1373715,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"2225 LAWSON LANE, SANTA CLARA, CA, UNITED STATES, 95054",https://www.servicenow.com,December,2025-09-30,176448487000,2498000000,103.08,1.548,54.45,None,None,8.25,61.19,0.137,0.168,0.0565,0.168,12667000000,9887000000,8.25,0.159,0.218,1154.54,8,32,4,1,0,103.08,41.32,13.93,15.61,13.69,60.1,0.961,1198.09,678.66,914.86,926.92,207482000,206989000,0.161,90.805,None,None,NOW,2025-11-16 08:03:52.448640
SHW,Common Stock,Sherwin-Williams Co,"Sherwin-Williams Company, based in Cleveland, Ohio, is a premier global manufacturer of paints and coatings, recognized for its commitment to innovation and sustainability across its comprehensive product portfolio. The company operates through various segments, serving professional, industrial, commercial, and retail markets throughout North America, South America, and Europe. With a robust focus on research and development and a diverse range of well-known brands, Sherwin-Williams is strategically positioned to leverage growth opportunities while enhancing its competitive edge in the rapidly evolving coatings industry.",89800,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"101 WEST PROSPECT AVENUE, CLEVELAND, OH, UNITED STATES, 44115-1075",https://www.sherwin-williams.com,December,2025-09-30,83996238000,4341500000,32.47,3.204,17.95,3.085,0.0091,10.23,93.68,0.111,0.182,0.0919,0.599,23275600000,11376100000,10.23,0.053,0.032,386.52,3,12,11,1,0,32.47,25.97,3.609,18.61,4.111,21.75,1.242,396.88,306.78,343.12,348.18,247894000,227964000,7.177,84.215,2025-12-05,2025-11-14,SHW,2025-11-16 08:03:53.006858
SPG,Common Stock,Simon Property Group Inc,"Simon Property Group, Inc. (SPG) is a leading real estate investment trust (REIT) and the largest owner and operator of retail properties in the United States, specializing in high-quality shopping malls, outlet centers, and community/lifestyle centers. Headquartered in Indianapolis, Indiana, SPG effectively capitalizes on market trends and consumer preferences to curate a diverse and resilient portfolio designed to deliver consistent income and long-term growth for investors. With a commitment to enhancing the retail experience, the company is well-positioned to adapt to shifts in the retail landscape while supporting its tenants and fostering economic vibrancy in its communities.",1063761,NYSE,USD,USA,REAL ESTATE,REIT - RETAIL,"225 WEST WASHINGTON STREET, INDIANAPOLIS, IN, UNITED STATES, 46204-3438",https://www.simon.com,December,2025-09-30,69254595000,4549947000,26.6,8.74,7.07,8.45,0.046,6.87,18.86,0.365,0.508,0.0583,0.825,6155275000,5046911000,6.87,0.274,0.082,192,1,7,13,0,0,26.6,29.33,11.25,25.84,13.72,16.91,1.399,188.43,132.99,180.67,169.76,326462000,322758000,1.825,93.872,2025-12-31,2025-12-10,SPG,2025-11-16 08:03:53.560382
SWKS,Common Stock,Skyworks Solutions Inc,"Skyworks Solutions, Inc. is a prominent American semiconductor firm headquartered in Irvine, California, focusing on the design and manufacturing of advanced analog and mixed-signal semiconductors for Radio Frequency (RF) and mobile communication applications. The company is at the forefront of innovation in wireless connectivity, providing cutting-edge solutions that cater to an expanding array of devices, including smartphones, IoT gadgets, and automotive systems. With the rapid adoption of 5G technology driving market growth, Skyworks is well-positioned to benefit from the increasing demand for high-performance connectivity solutions, making it a compelling investment prospect for institutional investors seeking exposure to the semiconductor sector.",4127,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"5260 CALIFORNIA AVENUE, IRVINE, CA, UNITED STATES, 92617",https://www.skyworksinc.com,September,2025-09-30,10132456000,974700000,21.62,1.166,38.72,2.81,0.0412,3.08,26.47,0.117,0.102,0.0395,0.0789,4086900000,1682100000,3.08,1.545,0.073,83.63,1,3,19,2,1,21.62,14.58,2.479,1.72,2.382,9.57,1.296,92.67,47.02,75.04,70.93,148680000,147813000,0.455,99.825,2025-12-09,2025-11-18,SWKS,2025-11-16 08:03:54.110827
SJM,Common Stock,The J. M. Smucker Company,"The J. M. Smucker Company (SJM) is a leading food and beverage manufacturer, headquartered in Orrville, Ohio, known for its diverse portfolio that encompasses popular brands in jams, jellies, peanut butter, pet food, and coffee. With a strong emphasis on quality and consumer trust, Smucker effectively navigates the competitive landscape of the North American market while prioritizing innovation and sustainability to align with changing consumer demands. The company's strategic focus on brand loyalty and reliability positions it well for continued growth and resilience in the ever-evolving food industry.",91419,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"ONE STRAWBERRY LANE, ORRVILLE, OH, UNITED STATES, 44667-0280",https://www.jmsmucker.com,April,2025-07-31,11767374000,1868600000,None,1.678,55.55,4.34,0.0397,-13.72,81.84,-0.168,0.031,0.0446,-0.213,8714300000,3081400000,-13.72,-0.026,-0.006,116.88,4,3,12,0,0,-,12.17,1.35,1.965,2.259,11.77,0.211,120.51,91.46,106.32,108.66,106685000,104406000,2.203,90.174,2025-12-01,2025-11-14,SJM,2025-11-16 08:03:54.663938
SW,Common Stock,Smurfit WestRock plc,"Smurfit WestRock plc is a prominent global leader in innovative paper-based packaging, headquartered in Dublin, Ireland. The company specializes in the production and distribution of high-quality containerboard and corrugated solutions, serving a wide range of sectors, including food and beverage, consumer goods, and industrial markets. Committed to sustainability, Smurfit WestRock integrates advanced technologies to optimize product performance while minimizing environmental impact, establishing itself as a pivotal player in the evolving packaging landscape. With its extensive international presence, the company adeptly meets the dynamic needs of its customers and drives value through an efficient supply chain.",2005951,NYSE,USD,USA,CONSUMER CYCLICAL,PACKAGING & CONTAINERS,"BEECH HILL, DUBLIN, IRELAND, D04 N2R2",https://www.smurfitwestrock.com,December,2025-09-30,18318297000,4458000000,23.49,0.277,35.4,1.595,0.046,1.46,59.85,0.024,0.0767,0.0275,0.041,31138001000,5876000000,1.46,0,0.043,54.57,5,11,0,0,0,23.49,10.57,0.588,0.971,1.001,7.27,1.005,54.78,33.71,41.16,44.43,522186000,517977000,0.481,96.919,2025-12-18,2025-11-14,SW,2025-11-16 08:03:55.215350
SNA,Common Stock,Snap-On Inc,"Snap-on Incorporated (SNA) is a leading American manufacturer and designer renowned for its premium tools and equipment tailored for professional users across various industries, including automotive, aviation, marine, and heavy-duty sectors. The company excels in delivering innovative products backed by a steadfast commitment to quality, enabling professionals to enhance productivity and performance. With a strong brand reputation and an expansive distribution network, Snap-on is uniquely positioned to capitalize on emerging trends in the automotive and industrial markets, solidifying its role as a pivotal player in the global tool manufacturing landscape.",91440,NYSE,USD,USA,INDUSTRIALS,TOOLS & ACCESSORIES,"2801 80TH STREET, KENOSHA, WI, UNITED STATES, 53143",https://www.snapon.com,December,2025-09-30,17483901000,1394000000,17.3,1.812,111.9,8.56,0.0255,19.07,97.87,0.198,0.253,0.1,0.183,5115400000,2650400000,19.07,0.068,0.036,361,2,2,5,0,1,17.3,16.16,3.418,2.949,3.304,11.42,0.777,366.68,286.03,338.61,328.66,52008000,50660000,2.305,94.635,2025-12-10,2025-11-21,SNA,2025-11-16 08:03:55.766670
SOLV,Common Stock,Solventum Corp.,"Solventum Corporation, headquartered in Saint Paul, Minnesota, is a forward-thinking healthcare firm dedicated to the development, manufacturing, and commercialization of innovative solutions designed to address critical needs in the healthcare market. With a diverse portfolio encompassing multiple sectors within healthcare, Solventum utilizes advanced research and technology to improve patient outcomes and optimize operational efficiency. The company's unwavering commitment to quality and innovation solidifies its status as a prominent player in the industry, making it an attractive investment opportunity for institutional investors seeking to capitalize on growth in the rapidly evolving healthcare landscape.",1964738,NYSE,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"3M CENTER, MAPLEWOOD, MN, UNITED STATES, 55144-1000",https://www.solventum.com,December,2025-09-30,13123042000,1259000000,8.69,None,28.75,None,None,8.71,48.32,0.181,0.0782,0.0321,0.373,8402000000,4571000000,8.71,9.31,0.007,84.11,2,2,8,1,0,8.69,12.08,1.562,2.632,1.978,6.41,None,85.92,60.7,72.14,72.78,173448000,147521000,14.899,72.409,None,None,SOLV,2025-11-16 08:03:56.322361
SO,Common Stock,Southern Company,"Southern Company is a premier American utility holding company headquartered in Atlanta, Georgia, servicing over 9 million customers across the southeastern United States with reliable electricity and natural gas. The company is committed to sustainability and the advancement of clean energy initiatives, supported by a diverse generation portfolio that includes nuclear, natural gas, coal, and renewable sources. With a focus on innovation and infrastructure development, Southern Company is well-positioned to meet the evolving energy demands of its customer base while fostering economic growth in the region and enhancing its leadership role in the energy sector.",92122,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"30 IVAN ALLEN JR. BOULEVARD, NW, ATLANTA, GA, UNITED STATES, 30308",https://www.southerncompany.com,December,2025-09-30,100387734000,13813000000,22.56,4.134,31.79,2.92,0.032,4.02,26.29,0.154,0.366,0.0346,0.114,28913000000,14174000000,4.02,0.108,0.075,99.67,1,7,13,2,0,22.56,19.84,3.472,2.853,5.89,12.03,0.44,100.84,78.5,94.09,91.46,1101105000,1097713000,0.093,74.170,2025-12-08,2025-11-17,SO,2025-11-16 08:03:56.875202
LUV,Common Stock,Southwest Airlines Company,"Southwest Airlines Company (LUV) is a leading low-cost carrier in the United States, renowned for its customer-centric approach and efficient operations. Headquartered in Dallas, Texas, the airline employs a point-to-point route system that maximizes accessibility and convenience for travelers across a vast domestic network. With a strong track record of financial resilience and operational excellence, Southwest has built substantial customer loyalty and competitive advantages in the aviation landscape. As it continues to recover from the pandemic, the company is focused on strategic growth initiatives aimed at enhancing its market position and capitalizing on emerging opportunities in air travel.",92380,NYSE,USD,USA,INDUSTRIALS,AIRLINES,"P.O. BOX 36611, DALLAS, TX, UNITED STATES, 75235-1611",https://www.southwest.com,December,2025-09-30,17086804000,1685000000,52.1,0.248,15.04,0.72,0.0218,0.63,49.15,0.0138,0.005,0.0071,0.0417,27551001000,5933000000,0.63,-0.091,0.012,34.07,2,4,10,3,3,52.1,13.64,0.62,2.183,0.697,8.7,1.182,37.75,23.55,32.18,31.53,517155000,459803000,1.178,100.912,2025-09-24,2025-09-03,LUV,2025-11-16 08:03:58.152219
SWK,Common Stock,Stanley Black & Decker Inc,"Stanley Black & Decker, Inc. is a leading global manufacturer renowned for its extensive portfolio of industrial tools, household hardware, and security solutions, all underpinned by a commitment to innovation and engineering excellence. Formed from the merger of Stanley Works and Black & Decker in 2010, the company is headquartered in New Britain, Connecticut, and serves a diverse range of markets, including home improvement and industrial sectors. With a strategic focus on acquisitions and technological advancements, Stanley Black & Decker aims to drive sustainable growth while delivering productivity-enhancing solutions to both professional users and consumers.",93556,NYSE,USD,USA,INDUSTRIALS,TOOLS & ACCESSORIES,"1000 STANLEY DRIVE, NEW BRITAIN, CT, UNITED STATES, 06053",https://www.stanleyblackanddecker.com,December,2025-09-30,10439247000,1492400000,22.64,1.368,57.97,3.29,0.0488,2.9,100.39,0.0289,0.0904,0.0286,0.0492,15166300000,4528400000,2.9,-0.434,0.001,85.3,1,5,12,0,1,22.64,10.47,0.688,1.133,1.089,12.3,1.204,89.64,52.6,71.77,72.15,154885000,154420000,0.347,95.232,2025-12-16,2025-12-01,SWK,2025-11-16 08:03:58.703566
SBUX,Common Stock,Starbucks Corporation,"Starbucks Corporation (SBUX) is a leading global coffeehouse chain based in Seattle, recognized for its exceptional quality and customer-centric experience. As the largest brand in the coffeehouse segment, Starbucks uniquely combines an extensive menu with innovative store designs to cultivate a loyal customer base. The company prioritizes sustainability and ethical sourcing, aligning with the growing consumer emphasis on corporate social responsibility. With a robust international footprint and strategic expansion initiatives, Starbucks is well-positioned to leverage the increasing global demand for premium coffee and beverage offerings.",829224,NASDAQ,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"2401 UTAH AVENUE SOUTH, SEATTLE, WA, UNITED STATES, 98134",https://www.starbucks.com,September,2025-09-30,98273632000,5207100000,52.01,2.999,-7.12,2.45,0.0285,1.63,32.62,0.0499,0.0839,0.0678,0,37184401000,8322100000,1.63,-0.854,0.055,94.17,5,12,16,3,0,52.01,34.6,2.643,-,3.215,24.79,0.984,115.04,73.95,83.76,91.15,1136900000,1134694000,0.180,85.850,2025-11-28,2025-11-14,SBUX,2025-11-16 08:03:59.259072
STT,Common Stock,State Street Corp,"State Street Corporation (STT) is a premier financial services and bank holding company based in Boston, Massachusetts, recognized for its extensive expertise in investment management and servicing tailored to institutional investors such as asset managers, pension funds, and insurance companies. The company excels in custody, fund administration, and risk analytics, harnessing cutting-edge technology and data analytics to drive superior client outcomes. As a critical player in the asset management landscape, State Street is strategically positioned to leverage trends in ESG investing and technological innovation, thereby enhancing its competitive advantage in a rapidly evolving market.",93751,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"ONE CONGRESS STREET, BOSTON, MA, UNITED STATES, 02114-2016",https://www.statestreet.com,December,2025-09-30,33037074000,None,12.4,0.867,85.33,3.12,0.0264,9.42,47.4,0.219,0.328,0.0084,0.112,13626000000,13626000000,9.42,0.23,0.094,130.36,3,9,2,0,2,12.4,10.31,2.425,1.355,1.526,-,1.456,122.69,71.77,115.1,102.86,279312000,263587000,0.459,95.693,2025-10-14,2025-10-01,STT,2025-11-16 08:03:59.826405
STLD,Common Stock,Steel Dynamics Inc,"Steel Dynamics, Inc. (STLD) is a premier steel producer and metal recycler based in the United States, renowned for its innovative manufacturing processes and commitment to sustainability. The company offers a comprehensive portfolio of high-quality products, including structural and flat-rolled steel, and operates advanced facilities that prioritize efficiency and environmental responsibility. With a vertically integrated business model, Steel Dynamics effectively utilizes its recycling operations to reduce costs and enhance sustainability. As a significant contender in the North American steel industry, the company is strategically positioned to leverage growth opportunities while delivering strong operational performance and value to shareholders.",1022671,NASDAQ,USD,USA,BASIC MATERIALS,STEEL,"7575 WEST JEFFERSON BOULEVARD, FORT WAYNE, IN, UNITED STATES, 46804",https://www.steeldynamics.com,December,2025-09-30,22695279000,1933916000,20.58,10.91,61.55,1.96,0.0127,7.55,118.02,0.0639,0.105,0.0555,0.126,17634671000,2304626000,7.55,0.337,0.112,167.42,2,8,2,0,0,20.58,12.64,1.287,2.523,1.458,12.76,1.477,164.73,102.41,145.58,132.82,146035000,136370000,6.430,83.706,2026-01-09,2025-12-31,STLD,2025-11-16 08:04:00.412155
STE,Common Stock,STERIS plc,"STERIS plc is a premier global provider of healthcare and surgical solutions, dedicated to enhancing operational efficiency and patient safety through advanced sterilization technologies. Headquartered in Ireland, the company offers a comprehensive suite of innovative products and services designed to prevent infection and improve healthcare outcomes across diverse medical environments. With a strong commitment to quality and innovation, STERIS is well-positioned as a trusted partner in the dynamic global healthcare market, serving a broad array of clinical applications and navigating the complexities of evolving healthcare demands.",1757898,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"5960 HEISLEY ROAD, MENTOR, OH, UNITED STATES, 44060",https://www.steris.com,March,2025-09-30,25561407000,1553246000,37.02,1.932,71.45,2.34,0.009,6.98,57.97,0.121,0.184,0.0643,0.101,5702415000,2538196000,6.98,0.286,0.099,281.62,3,3,3,0,0,37.02,25.32,4.483,3.619,4.753,18.47,1.026,268.3,199.47,245.96,235.02,98147000,97748000,0.301,98.359,2025-12-18,2025-11-18,STE,2025-11-16 08:04:01.097414
SYK,Common Stock,Stryker Corporation,"Stryker Corporation is a prominent global medical technology leader based in Kalamazoo, Michigan, specializing in innovative solutions that enhance patient care and surgical outcomes. With a comprehensive portfolio that includes joint replacement implants, surgical instruments, and advanced navigation systems, Stryker serves multiple medical specialties, including orthopedics and neurosurgery. The company's ongoing commitment to technological advancement and improving healthcare delivery positions it favorably within the dynamic medical device market, making Stryker an appealing investment prospect for institutional investors seeking growth in the health sector.",310764,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"1941 STRYKER WAY, PORTAGE, MI, UNITED STATES, 49002",https://www.stryker.com,December,2025-09-30,142804632000,6592000000,47.6,1.85,56.97,3.36,0.009,7.61,63.84,0.121,0.223,0.075,0.14,24381000000,15859000000,7.61,0.028,0.102,428.96,7,13,10,0,1,47.6,24.21,5.86,6.36,6.23,25.61,0.899,403.95,327.71,372.0,378.76,382424000,345237000,5.358,81.913,2025-10-31,2025-09-30,SYK,2025-11-16 08:04:01.720315
SMCI,Common Stock,Super Micro Computer Inc,"Super Micro Computer, Inc. (SMCI) is a prominent provider of high-performance server and storage solutions, recognized for its innovative, open, and modular architecture. Based in San Jose, California, the company develops advanced technologies that cater to the evolving needs of data centers, cloud computing, and enterprise applications. With a strong emphasis on sustainability and efficiency, SMCI is strategically positioned to leverage the increasing demand for cutting-edge computing solutions across critical sectors such as artificial intelligence and big data analytics, making it a compelling investment opportunity for institutional investors looking to capitalize on technological advancements.",1375365,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"980 ROCK AVENUE, SAN JOSE, CA, UNITED STATES, 95131",https://www.supermicro.com,June,2025-09-30,21741687000,987362000,28.68,0.76,10.93,None,None,1.27,35.37,0.0377,0.0363,0.0459,0.128,21052576000,2121715000,1.27,-0.616,-0.155,48.82,3,3,10,2,1,28.68,19.27,1.033,3.333,1.062,21.18,1.478,66.44,20,47.99,43.76,596971000,497152000,16.520,67.419,None,None,SMCI,2025-11-16 08:04:02.273969
SYF,Common Stock,Synchrony Financial,"Synchrony Financial (SYF) is a premier provider of consumer financial services, headquartered in Stamford, Connecticut. The company excels in offering a diverse suite of products, including credit cards, promotional financing, and loyalty programs, tailored to meet the needs of various sectors. Additionally, through its wholly owned subsidiary Synchrony Bank, it provides FDIC-insured savings products, enhancing its consumer appeal. With a commitment to strategic partnerships and innovative financing solutions, Synchrony is well-positioned to leverage evolving consumer behaviors and capitalize on emerging market opportunities.",1601712,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"777 LONG RIDGE ROAD, STAMFORD, CT, UNITED STATES, 06902",https://www.synchrony.com,December,2025-09-30,26577025000,None,8.01,1.607,43.99,1.1,0.0149,9.12,25.43,0.371,0.534,0.0303,0.216,9645000000,9645000000,9.12,0.474,0.207,82.57,3,12,7,0,1,8.01,8.06,2.756,1.662,2.801,-,1.455,77.09,39.98,73.46,64.63,360171000,357960000,0.306,106.054,2025-11-17,2025-11-05,SYF,2025-11-16 08:04:02.828089
SNPS,Common Stock,Synopsys Inc,"Synopsys Inc. (SNPS) stands as a foremost innovator in the electronic design automation (EDA) sector, offering a robust suite of solutions that encompasses silicon design, verification, and software security. With advanced tools for logic synthesis, behavioral synthesis, and formal verification, the company empowers its clients to accelerate complex semiconductor development while ensuring high quality and reliability. Synopsys’s deep expertise in circuit simulation and hardware description languages positions it as an indispensable partner for semiconductor firms, adeptly navigating the intricacies of the modern design landscape and consistently driving technological advancement.",883241,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"675 ALMANOR AVENUE, SUNNYVALE, CA, UNITED STATES, 94085",https://www.synopsys.com,October,2025-07-31,73171976000,1311252000,52.61,5.11,148.9,None,None,7.41,41.28,0.31,0.095,0.0231,0.065,6435304000,5220850000,7.41,-0.427,0.14,556.4,5,13,3,0,2,52.61,26.39,11.37,2.622,13.2,47.4,1.146,651.73,365.74,454.97,495.46,185749000,184671000,0.449,96.361,None,None,SNPS,2025-11-16 08:04:03.387000
